"blife_binomial","n_cells","st_area"
"Andigena cucullata",2280,48993
"Andigena hypoglauca",6933,133589
"Andigena laminirostris",535,8953
"Andigena nigrirostris",5344,110807
"Aulacorhynchus albivitta",11469,261593
"Aulacorhynchus atrogularis",18660,440271
"Aulacorhynchus caeruleogularis",1679,32901
"Aulacorhynchus calorhynchus",1494,27179
"Aulacorhynchus coeruleicinctis",4695,103758
"Aulacorhynchus cyanolaemus",1983,41958
"Aulacorhynchus derbianus",13235,304280
"Aulacorhynchus haematopygus",8162,180478
"Aulacorhynchus huallagae",118,1314
"Aulacorhynchus prasinus",17942,422521
"Aulacorhynchus sulcatus",1480,30412
"Aulacorhynchus wagleri",2177,48864
"Aulacorhynchus whitelianus",7645,168391
"Blythipicus pyrrhotis",72932,1630058
"Blythipicus rubiginosus",57817,1353189
"Brachygalba albogularis",27487,664058
"Brachygalba goeringi",8508,197836
"Brachygalba lugubris",199179,4829496
"Brachygalba salmoni",2317,51168
"Buccanodon dowsetti",17139,408151
"Buccanodon duchaillui",125123,3034492
"Bucco capensis",225751,5490793
"Caloramphus fuliginosus",31160,734841
"Caloramphus hayii",13161,283857
"Campephilus gayaquilensis",5305,118707
"Campephilus guatemalensis",38813,893633
"Campephilus haematogaster",13395,307179
"Campephilus imperialis",17808,368327
"Campephilus leucopogon",45002,1082297
"Campephilus magellanicus",19354,397581
"Campephilus melanoleucos",458588,11169273
"Campephilus pollens",8931,196961
"Campephilus principalis",36065,846271
"Campephilus robustus",77962,1895099
"Campephilus rubricollis",285532,6956178
"Campephilus splendens",7221,155551
"Campethera abingoni",298412,7224645
"Campethera bennettii",184781,4494603
"Campethera cailliautii",159790,3849346
"Campethera maculosa",191426,4642192
"Campethera mombassica",2620,58066
"Campethera notata",4258,95688
"Campethera nubica",136702,3262346
"Campethera punctuligera",168805,4095435
"Campethera scriptoricauda",31495,756293
"Campethera taeniolaema",12376,285162
"Campethera tullbergi",2741,63116
"Capito auratus",129027,3138687
"Capito aurovirens",51030,1237122
"Capito brunneipectus",5521,130033
"Capito dayi",48599,1175500
"Capito fitzpatricki",157,2076
"Capito hypoleucus",1676,33089
"Capito maculicoronatus",5949,134559
"Capito niger",46153,1114653
"Capito quinticolor",1774,37256
"Capito squamatus",2810,63839
"Capito wallacei",126,1224
"Celeus castaneus",17221,399027
"Celeus elegans",269266,6552385
"Celeus flavescens",108356,2633583
"Celeus flavus",257600,6239164
"Celeus galeatus",11344,268715
"Celeus loricatus",13306,299921
"Celeus lugubris",35129,846070
"Celeus obrieni",33571,810874
"Celeus occidentalis",206634,5028200
"Celeus ochraceus",62678,1508199
"Celeus spectabilis",22417,531657
"Celeus tinnunculus",5216,120969
"Celeus torquatus",79347,3816760
"Celeus undatus",229032,5558235
"Chelidoptera tenebrosa",359694,8745591
"Chloropicoides rafflesii",45041,1037062
"Chrysocolaptes erythrocephalus",797,13570
"Chrysocolaptes festivus",71383,1712169
"Chrysocolaptes guttacristatus",108633,2539054
"Chrysocolaptes haematribon",5005,108889
"Chrysocolaptes lucidus",5582,120575
"Chrysocolaptes stricklandi",2897,66542
"Chrysocolaptes strictus",942,19344
"Chrysocolaptes validus",55657,1300388
"Chrysocolaptes xanthocephalus",1426,28686
"Chrysophlegma flavinucha",123732,2946595
"Chrysophlegma humii",42581,987829
"Chrysophlegma mentale",1855,40686
"Chrysophlegma miniaceum",55572,1300251
"Colaptes aeruginosus",5479,128176
"Colaptes atriceps",4485,101807
"Colaptes atricollis",8800,404098
"Colaptes auratus",476022,11454135
"Colaptes auricularis",8839,204072
"Colaptes cafer",287100,6923109
"Colaptes campestris",189187,4600186
"Colaptes campestroides",58309,1405805
"Colaptes chrysoides",16394,378397
"Colaptes cinereicapillus",4734,105320
"Colaptes fernandinae",4806,107158
"Colaptes melanochloros",195339,4749259
"Colaptes melanolaimus",95699,2321747
"Colaptes mexicanoides",7837,182959
"Colaptes oceanicus",0,0
"Colaptes pitius",18542,428968
"Colaptes punctigula",142792,3416031
"Colaptes rivolii",20296,466774
"Colaptes rubiginosus",96615,2257275
"Colaptes rupicola",33010,789718
"Cryptolybia olivacea",6927,156233
"Cyphos macrodactylus",137568,3351548
"Dendrocopos analis",47570,1119978
"Dendrocopos assimilis",25830,606339
"Dendrocopos atratus",14549,311155
"Dendrocopos darjellensis",14611,303238
"Dendrocopos himalayensis",5358,115341
"Dendrocopos hyperythrus",77981,1795894
"Dendrocopos leucopterus",101605,2455794
"Dendrocopos leucotos",469134,11220941
"Dendrocopos macei",38540,909316
"Dendrocopos major",1011809,24382272
"Dendrocopos noguchii",44,588
"Dendrocopos owstoni",54,711
"Dendrocopos syriacus",124169,2932914
"Dendropicos abyssinicus",15440,362377
"Dendropicos dorae",5799,130169
"Dendropicos elachus",66658,1598125
"Dendropicos elliotii",32443,760361
"Dendropicos fuscescens",526909,12783259
"Dendropicos gabonensis",70696,1699570
"Dendropicos goertae",309909,7506379
"Dendropicos griseocephalus",92598,2218645
"Dendropicos johnstoni",4435,103950
"Dendropicos lugubris",28007,665676
"Dendropicos namaquus",331679,8026846
"Dendropicos obsoletus",247161,6004224
"Dendropicos poecilolaemus",30914,728399
"Dendropicos pyrrhogaster",33920,805720
"Dendropicos spodocephalus",25091,598912
"Dendropicos stierlingi",22541,538213
"Dendropicos xantholophus",115297,2794824
"Dinopium benghalense",124813,3014540
"Dinopium everetti",769,13228
"Dinopium javanense",116113,2722840
"Dinopium psarodes",1642,37506
"Dinopium shorii",17521,384426
"Dryobates cathpharius",5839,126340
"Dryobates minor",770191,18513663
"Dryobates nuttallii",7938,184171
"Dryobates pernyii",19736,463085
"Dryobates pubescens",533859,12796124
"Dryobates scalaris",121669,2913832
"Dryocopus hodgei",415,5741
"Dryocopus javensis",120319,2709169
"Dryocopus martius",810560,19587613
"Eubucco aurantiicollis",62041,1504359
"Eubucco bourcierii",11146,236083
"Eubucco glaucogularis",823,11551
"Eubucco richardsoni",40584,978072
"Eubucco steerii",2816,62126
"Eubucco tucinkae",7546,178749
"Eubucco versicolor",5514,126363
"Galbalcyrhynchus leucotis",20190,482877
"Galbalcyrhynchus purusianus",34133,826422
"Galbula albirostris",78586,1893928
"Galbula chalcocephala",48281,1162430
"Galbula chalcothorax",34033,822181
"Galbula cyanescens",49329,1196547
"Galbula cyanicollis",112176,2722662
"Galbula dea",245001,5962709
"Galbula galbula",80025,1940499
"Galbula leucogastra",124236,3010899
"Galbula pastazae",1730,31603
"Galbula ruficauda",316633,7653475
"Galbula tombacea",40435,975908
"Gecinulus grantia",33292,754003
"Gecinulus viridis",8678,188636
"Geocolaptes olivaceus",32365,776710
"Gymnobucco bonapartei",74289,1804295
"Gymnobucco calvus",70566,1696139
"Gymnobucco cinereiceps",60395,1456539
"Gymnobucco peli",56695,1359590
"Gymnobucco sladeni",56306,1366886
"Gymnobucco vernayi",1639,37374
"Hapaloptila castanea",1960,31989
"Hemicircus canente",30504,668972
"Hemicircus concretus",4630,102837
"Hemicircus sordidus",54800,1255015
"Hylatomus fuscipennis",4607,102856
"Hylatomus lineatus",570999,13854249
"Hylatomus pileatus",249951,5926768
"Hylatomus schulzii",16639,390001
"Hypnelus bicinctus",24256,578971
"Hypnelus ruficollis",10407,241391
"Indicator archipelagicus",48517,1105353
"Indicator exilis",172587,4159573
"Indicator indicator",465349,11273518
"Indicator maculatus",169243,4099471
"Indicator meliphilus",62617,1498507
"Indicator minor",544884,13201105
"Indicator pumilio",2471,49883
"Indicator variegatus",146412,3494503
"Indicator willcocksi",137503,3333723
"Indicator xanthonotus",4920,97640
"Jacamaralcyon tridactyla",8371,197673
"Jacamerops aureus",238705,5786778
"Jynx ruficollis",68633,1617847
"Jynx torquilla",1250402,30164814
"Leiopicus auriceps",3877,79791
"Leiopicus mahrattensis",117844,2828747
"Leiopicus medius",166749,3963223
"Leuconotopicus albolarvatus",21170,499992
"Leuconotopicus arizonae",13956,331606
"Leuconotopicus borealis",38998,910833
"Leuconotopicus fumigatus",49115,1116345
"Leuconotopicus stricklandi",854,18798
"Leuconotopicus villosus",558372,13330406
"Lybius chaplini",3282,76910
"Lybius guifsobalito",55251,1319064
"Lybius leucocephalus",81136,1937075
"Lybius leucogaster",1608,37137
"Lybius rubrifacies",3575,83182
"Lybius senex",3666,85400
"Lybius torquatus",193682,4691008
"Lybius undatus",24474,583958
"Lybius vieilloti",274135,6658156
"Malacoptila fulvogularis",6046,120823
"Malacoptila fusca",79850,1924256
"Malacoptila minor",5431,128517
"Malacoptila mystacalis",4514,94682
"Malacoptila panamensis",22992,519878
"Malacoptila rufa",107960,2619443
"Malacoptila semicincta",27023,653679
"Malacoptila striata",29752,710485
"Meiglyptes grammithorax",59685,1401621
"Meiglyptes jugularis",27113,583667
"Meiglyptes tristis",2226,50342
"Meiglyptes tukki",36026,777375
"Melanerpes aurifrons",59756,1421045
"Melanerpes cactorum",39236,945277
"Melanerpes candidus",230458,5564506
"Melanerpes carolinus",128396,3080018
"Melanerpes chrysauchen",755,15354
"Melanerpes chrysogenys",7138,162214
"Melanerpes cruentatus",298981,7284081
"Melanerpes erythrocephalus",226884,5467865
"Melanerpes flavifrons",64800,1565249
"Melanerpes formicivorus",64568,1509049
"Melanerpes herminieri",95,1477
"Melanerpes hoffmannii",2428,51429
"Melanerpes hypopolius",3507,82235
"Melanerpes lewis",140425,3405554
"Melanerpes portoricensis",437,8971
"Melanerpes pucherani",21701,489456
"Melanerpes pulcher",2116,48771
"Melanerpes pygmaeus",5453,126768
"Melanerpes radiolatus",532,11082
"Melanerpes rubricapillus",37785,883520
"Melanerpes striatus",3327,74557
"Melanerpes superciliaris",5669,114627
"Melanerpes uropygialis",24344,569337
"Melichneutes robustus",114987,2790889
"Melignomon eisentrauti",3683,82445
"Melignomon zenkeri",55199,1333606
"Micromonacha lanceolata",68952,1661914
"Micropternus brachyurus",257985,6163259
"Monasa atra",71848,1742802
"Monasa flavirostris",32950,790512
"Monasa morphoeus",216178,5243486
"Monasa nigrifrons",289782,7066082
"Mulleripicus fuliginosus",4372,78132
"Mulleripicus fulvus",5401,104514
"Mulleripicus funebris",4983,102683
"Mulleripicus pulverulentus",113888,2640241
"Nesoctites micromegas",3367,75198
"Nonnula amaurocephala",1132,25350
"Nonnula brunnea",10663,252890
"Nonnula frontalis",7584,175681
"Nonnula rubecula",224647,5471782
"Nonnula ruficapilla",117770,2861305
"Nonnula sclateri",26782,646998
"Notharchus hyperrhynchus",220313,5274712
"Notharchus macrorhynchos",36378,877642
"Notharchus ordii",22516,527462
"Notharchus pectoralis",8774,199392
"Notharchus subtectus",12241,271471
"Notharchus swainsoni",38573,932150
"Notharchus tectus",210217,5100522
"Nystactes noanamae",1245,23262
"Nystactes tamatia",180644,4377989
"Nystalus chacuru",179086,4353577
"Nystalus maculatus",151092,3662286
"Nystalus radiatus",10537,238013
"Nystalus striolatus",121170,2941189
"Pardipicus caroli",160327,3875125
"Pardipicus nivosus",159899,3851022
"Picoides arcticus",283678,6758348
"Picoides canicapillus",334648,8037967
"Picoides funebris",21856,525997
"Picoides kizuki",69081,1603498
"Picoides maculatus",12517,268889
"Picoides moluccensis",34018,747617
"Picoides nanus",99364,2402220
"Picoides ramsayi",141,1769
"Picoides temminckii",7966,174637
"Picoides tridactylus",974471,23422476
"Piculus aurulentus",31337,751958
"Piculus callopterus",375,5584
"Piculus chrysochloros",356713,8677852
"Piculus flavigula",267700,6505962
"Piculus leucolaemus",37427,890965
"Piculus litae",4840,107438
"Piculus simplex",4280,93150
"Picumnus albosquamatus",83297,2020891
"Picumnus aurifrons",123758,3008503
"Picumnus castelnau",2815,58079
"Picumnus cinnamomeus",5812,131758
"Picumnus cirratus",98248,2360024
"Picumnus dorbignyanus",4615,101030
"Picumnus exilis",53534,1272311
"Picumnus fuscus",655,11661
"Picumnus granadensis",1296,27568
"Picumnus innominatus",190254,4550790
"Picumnus lafresnayi",32756,784613
"Picumnus limae",12800,305084
"Picumnus minutissimus",1614,36931
"Picumnus nebulosus",21658,519839
"Picumnus nigropunctatus",1174,24955
"Picumnus olivaceus",21901,497043
"Picumnus pumilus",8995,211839
"Picumnus pygmaeus",34881,842823
"Picumnus rufiventris",48857,1180154
"Picumnus sclateri",2068,45245
"Picumnus spilogaster",12587,282728
"Picumnus squamulatus",18641,440228
"Picumnus steindachneri",455,7090
"Picumnus subtilis",1866,39785
"Picumnus temminckii",21556,516684
"Picumnus varzeae",8106,190917
"Picus awokera",12716,281694
"Picus canus",474063,11453007
"Picus chlorolophus",145776,3461898
"Picus dedemi",5654,126193
"Picus erythropygius",21089,467790
"Picus guerini",256261,6186467
"Picus puniceus",59508,1389864
"Picus rabieri",11198,248513
"Picus sharpei",23753,564593
"Picus squamatus",32993,782903
"Picus vaillantii",14774,344600
"Picus viridanus",17462,392914
"Picus viridis",251765,5976143
"Picus vittatus",58014,1360407
"Picus xanthopygaeus",88833,2088164
"Pogoniulus atroflavus",134203,3252836
"Pogoniulus bilineatus",298086,7198804
"Pogoniulus chrysoconus",423174,10263458
"Pogoniulus coryphaea",13268,309313
"Pogoniulus leucomystax",23413,556071
"Pogoniulus makawai",199,4109
"Pogoniulus pusillus",102388,2461562
"Pogoniulus scolopaceus",164074,3977752
"Pogoniulus simplex",22150,522875
"Pogoniulus subsulphureus",145935,3535076
"Pogonornis bidentatus",109151,2602309
"Pogonornis dubius",96902,2347860
"Pogonornis macclounii",69021,1669859
"Pogonornis melanopterus",34213,814652
"Pogonornis minor",31294,754894
"Pogonornis rolleti",46038,1113121
"Prodotiscus insignis",126414,3041951
"Prodotiscus regulus",134724,3205080
"Prodotiscus zambesiae",166285,4021527
"Psilopogon annamensis",10327,240273
"Psilopogon armillaris",6052,136910
"Psilopogon asiaticus",84602,2001084
"Psilopogon auricularis",2020,43098
"Psilopogon australis",3656,78700
"Psilopogon chersonesus",58,852
"Psilopogon chrysopogon",40604,930605
"Psilopogon corvinus",402,6792
"Psilopogon cyanotis",63826,1499379
"Psilopogon duvaucelii",49394,1134255
"Psilopogon eximius",7919,151618
"Psilopogon faber",2467,54916
"Psilopogon faiostrictus",31577,713741
"Psilopogon flavifrons",1743,40260
"Psilopogon franklinii",33999,751418
"Psilopogon haemacephalus",251245,6004761
"Psilopogon henricii",32968,720729
"Psilopogon incognitus",30038,713166
"Psilopogon javensis",888,10809
"Psilopogon lagrandieri",15160,355287
"Psilopogon lineatus",84580,1977117
"Psilopogon malabaricus",4562,103320
"Psilopogon monticola",3325,54321
"Psilopogon mystacophanos",54143,1247830
"Psilopogon nuchalis",960,19840
"Psilopogon oorti",4221,79169
"Psilopogon pulcherrimus",404,5243
"Psilopogon pyrolophus",20246,478056
"Psilopogon rafflesii",48215,1131346
"Psilopogon rubricapillus",2570,59004
"Psilopogon virens",135863,3270517
"Psilopogon viridis",11289,265273
"Psilopogon zeylanicus",91094,2205362
"Pteroglossus aracari",139046,3340886
"Pteroglossus azara",141876,3441238
"Pteroglossus bailloni",19482,459387
"Pteroglossus beauharnaisii",75942,1835796
"Pteroglossus bitorquatus",39246,942874
"Pteroglossus castanotis",209562,5102221
"Pteroglossus erythropygius",2780,62095
"Pteroglossus frantzii",985,19789
"Pteroglossus humboldti",81297,1974495
"Pteroglossus inscriptus",123391,2997350
"Pteroglossus pluricinctus",68214,1647934
"Pteroglossus sanguineus",5236,117154
"Pteroglossus sturmii",60924,1478913
"Pteroglossus torquatus",43808,1024378
"Pteroglossus viridis",64675,1569056
"Ramphastos ambiguus",30853,688899
"Ramphastos ariel",108246,2603570
"Ramphastos brevis",4813,106444
"Ramphastos citreolaemus",3543,73934
"Ramphastos culminatus",227432,5537452
"Ramphastos cuvieri",206384,5033698
"Ramphastos dicolorus",57882,1400455
"Ramphastos sulfuratus",31346,721857
"Ramphastos toco",190522,4597867
"Ramphastos tucanus",98875,2381355
"Ramphastos vitellinus",72671,1759647
"Sasia abnormis",50307,1167326
"Sasia ochracea",64470,1522915
"Selenidera gouldii",85808,2083707
"Selenidera langsdorffii",57965,1404420
"Selenidera maculirostris",38927,935166
"Selenidera nattereri",36586,885133
"Selenidera piperivora",45427,1097852
"Selenidera reinwardtii",21492,516145
"Selenidera spectabilis",7172,154186
"Semnornis frantzii",803,15975
"Semnornis ramphastinus",2041,36499
"Sphyrapicus nuchalis",149487,3621319
"Sphyrapicus ruber",52068,1188503
"Sphyrapicus thyroideus",53348,1252881
"Sphyrapicus varius",418376,9956476
"Stactolaema anchietae",61564,1491569
"Stactolaema leucogrammica",3025,70597
"Stactolaema leucotis",36583,867846
"Stactolaema whytii",20003,458990
"Trachylaemus goffinii",19224,457376
"Trachylaemus purpuratus",144615,3507060
"Trachylaemus togoensis",10731,256099
"Trachyphonus darnaudii",53367,1287234
"Trachyphonus emini",8962,214092
"Trachyphonus erythrocephalus",65736,1584500
"Trachyphonus margaritatus",93126,2227027
"Trachyphonus usambiro",7219,166801
"Trachyphonus vaillantii",130259,3138690
"Tricholaema diademata",25138,582474
"Tricholaema frontata",57493,1384412
"Tricholaema hirsuta",156169,3775546
"Tricholaema lacrymosa",53699,1277786
"Tricholaema leucomelas",129199,3137332
"Tricholaema melanocephala",82419,1981944
"Veniliornis affinis",223017,5421272
"Veniliornis callonotus",6045,137101
"Veniliornis cassini",51261,1234204
"Veniliornis chocoensis",3721,80025
"Veniliornis dignus",5218,96017
"Veniliornis frontalis",4573,103196
"Veniliornis kirkii",36868,851659
"Veniliornis lignarius",25592,598684
"Veniliornis maculifrons",10800,255202
"Veniliornis mixtus",151365,3672246
"Veniliornis nigriceps",8426,182510
"Veniliornis passerinus",458152,11172147
"Veniliornis sanguineus",1785,36463
"Veniliornis spilogaster",64025,1546503
"Verreauxia africana",104879,2544498
"Xiphidiopicus percussus",5113,110819
"Aechmophorus clarkii",148035,3592625
"Aechmophorus occidentalis",262308,6372760
"Podiceps andinus",0,0
"Podiceps auritus",996073,23683048
"Podiceps cristatus",1484848,35924072
"Podiceps gallardoi",4541,106665
"Podiceps grisegena",995636,23916968
"Podiceps juninensis",36861,876512
"Podiceps major",124337,2917192
"Podiceps nigricollis",985632,23661665
"Podiceps occipitalis",114928,2697428
"Podiceps taczanowskii",13,147
"Podilymbus gigas",0,0
"Podilymbus podiceps",910257,21920501
"Poliocephalus poliocephalus",292802,7076085
"Poliocephalus rufopectus",7918,173667
"Rollandia microptera",2188,49164
"Rollandia rolland",203520,4852815
"Tachybaptus dominicus",545115,13156647
"Tachybaptus novaehollandiae",349498,8345493
"Tachybaptus pelzelnii",24890,594022
"Tachybaptus ruficollis",1568338,37589625
